tweet,sentiment
steelers will travel to new york on sunday for giants game: the pittsburgh steelers face the new york giants on ...,neutral
ill be at the dec 22nd game vs the lakers. my gf is a lakers fan so basically we won't be talking much that day. warriors!!!!,negative
i wanna go see sinister friday yo.. ain't been to the movies in a good min.. i went by myself to see red tails..,neutral
i tweeted the exact same pic on saturday lol; was down there for the patriots game,neutral
jersey shore may be lame this season but i wouldn't want to miss the last season <3,positive
should i go to the mlk game tomorrow ?,neutral
wvu game saturday with my girl,positive
"i'll see if there's any consistency with it tomorrow. might be my ipod (4th gen), who knows.",neutral
"its midnight here in brazil so happy 23rd birthday, hope you enjoy your day and never stop being this amazing girl you are <3",positive
if i only had one shot to win you then call me jordan 4th quarter in '92,positive
thnks for the fb! special : buy three bundles & get 4th on us! send five customers to receive free affiliate bundles!,positive
"in the words of dr. king, ""i may not get there with you, but i want you to know we as a people will get there""",positive
can't wait to see you saturday! texas is ready for you :),positive
tomorrow i have zumba but i'm not really feeling it,negative
tyler has a hockey game in the burg lockwood arena 830pm tomorrow night :) ?,positive
its thursday and u know what that means! greys anatomy!! and i've heard that is brilliant tonight which is even better!!,positive
huntsman's are regulars here. and yesterday we had a blue tongue in the house to get out of the sun for a bit :),positive
i can not wait to be at the game on sunday with my boy eli vs big ben,positive
miles presser tidbits: les miles met with the media wednesday evening to give the latest pr...,neutral
"holy c0w just in time for halloween we got the possession aug 30, & oct 19 i hope to god that'll be better than devil inside!",positive
"poor aaron barr, he learned about anonymous the hard way. tomorrow we look at pipa, sopa, and acta.",neutral
stfu wit them excuses...clippers gonna beat the hell outta the lakers tomorrow,negative
hawks game tomorrow... i'm fuckin wit it,positive
best part of friendship with : thursday convos are shut down in time for 30 rock.,positive
chris jericho brings his hard rockin outfit to the mod club monday!,neutral
will do! nope tuesday or wed. going to br saturday. nola sun - tues. going to the saints game on monday night!!!!!! :),neutral
daniel radcliffe was sooo attractive in the 3rd and 5th films omg im in love,positive
come scoop mert : i gotta go shopping tomorrow! i keep putin it off. ima fuck around & ain't gone have shit to wear to gotti,negative
i open pandora and etta james is playing! way to start the day off right!,positive
guess dani will play with u guys tomorrow..somebody tell that there is no way in hell..louisville is going to the orange bowl tho,negative
"well, it looks like the winter classic will be cancelled tomorrow, barring a last minute agreement.",negative
gossip girl was pulled on monday because of hurricane sandy... i hate you bitch.,negative
"franklin cty gop plans to hold eisenhower day dinner tonight, although keynote speaker, former u.s. sen. rick santorum, may not attend.",neutral
you want someone to fix your xbox? what's wrong with it? let us know more and we may be able to help! ^lb,neutral
we'll have a live webcast available for the jon huntsman event tomorrow at 10am. tune in if you can't make it!,neutral
appeals court hears challenge to florida drug testing law: arguments were heard in the 11th circuit court of app...,neutral
the xfactorusa result's show will be aired in the philippines tomorrow night! will definitely be in the top 12! good night!,positive
its my 19th birthday and you're my favorite pats player! can i get a rt!?!,positive
"finally finished my first season on signed kaka and jordan rhodes and finished 2nd in the league, champo lge football im aston villa",neutral
"same here, lol! hey, atleast we can look forward to theri performance on the 27th at people's choice awards!",positive
"i kicked off type 1 diabetes awareness day with a high blood sugar thanks to too many chocolates last night. well, there's always tomorrow.",negative
listen to abc rn weekend arts tomorrow just after the 2pm to hear 'swedish for argument' artist emma white & curator holly williams..,neutral
nice day in tucson again.,positive
white collar returns with new episodes in january...happy camper tweet.,positive
"""i have a dream"" poster promoting an april 4, 1968 appearance by dr. martin luther king at the south",neutral
we are on our way to to start setting up ready for saturday bonfire & fireworks.a great display are you going?,positive
what time will that be? it's already november 2 in the philippines. should i sleep now at 12:30am or wait for that?,neutral
my folks are up - off to liverpool. you going to beacon on sat to race?,neutral
it's been in the 50-60s all week. this weekend its gone be back in the 70s then on monday its droppin back down to the 50s. fuck atl weather,negative
end of the 2nd. 3-1. jason for all 3. keep it up boys!,positive
can't even sleep.. all i can think about is how fucked jordan is going to be when i just don't answer my phone tomorrow. haha sucks to suck,negative
"garrett, you are awesome and it was so cool talking to you tonight! david bowie forever \m/ see you tomorrow, hombre.",positive
"who had two thumbs and is the happiest girl in the world because she might get greys anatomy season 4 tomorrow? oh yeah, thats me! ;)",positive
just don't understand tob thought he would come out and est. some running game in the 2nd half than go play action on an aggressive unc,negative
"so disappointing. on a lighter note, get excited for baj tomorrow. i'm editing now and it relates to jordan jefferson",positive
what if: dr. king passed up a march?? malcolm x took a day off?? god took a personal day?? great people take . where do you fall??,positive
opportunity sat ii:a wolverine w puts us in the orange bowl. i hope the staff brings a right attitude so the boys can play loose and fast!,positive
"speaking of chris jericho, it is wednesday today is it not? time for some catching up on wrestling.",neutral
youtube improves upload process with optional notifications and new tags editor: google on thur...,neutral
"gonna change my tumblr theme. i hope i can finish it later so that tomorrow, i can practice my performance on english monologue. :)",positive
i'm so jealous of everyone at the justin bieber concert. no worries tho. ill be seeing maroon 5 in march.,neutral
"jim harbaugh, alex smith drive giants world series parade cars: earlier wednesday we told you that jim harbaugh ...",neutral
": tim tebow is now dating cave woman from 10,000 bc. 1st date question: ""what was it like in a time before jesus?""",neutral
